Project Name,Principal Investigator,Scientific Program,Product Name,Status,Status Date,User Program,Proposal,JGI Project Id,Taxonomy ID,NCBI Project Id,Genbank,ENA,SRA,Sequencing Project ID,Analysis project ID,Project Manager,Portal ID,IMG Portal,Mycocosm Portal,Phytozome Portal
Eucalyptus rigens CCA0353 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-04-19,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455608,1711513,,,,,1456874 ,1455609 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucrigsequencing_25_FD"",""Eucrigsequencing_25_FD"")",,,
Eucalyptus rigidula CCA0189 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455508,1711514,,,,,1456824 ,1455509 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucrigsequencing_27_FD"",""Eucrigsequencing_27_FD"")",,,
Eucalyptus rigidula CCA0190 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455510,1711514,,,,,1456825 ,1455511 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucrigsequencing_26_FD"",""Eucrigsequencing_26_FD"")",,,
Eucalyptus rigidula CCA5753 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-09,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455028,1711514,,,,,1456584 ,1455029 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucrigsequencing_38_FD"",""Eucrigsequencing_38_FD"")",,,
Eucalyptus rigidula CCA5754 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-09,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455012,1711514,,,,,1456576 ,1455013 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucrigsequencing_37_FD"",""Eucrigsequencing_37_FD"")",,,
Eucalyptus rigidula CCA5770 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-09,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455040,1711514,,,,,1456590 ,1455041 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucrigsequencing_34_FD"",""Eucrigsequencing_34_FD"")",,,
Eucalyptus rigidula CCA5771 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-09,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455042,1711514,,,,,1456591 ,1455043 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucrigsequencing_33_FD"",""Eucrigsequencing_33_FD"")",,,
Eucalyptus rigidula CCA5781 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-08-15,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455054,1711514,,,,,1456597 ,1455055 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucrigsequencing_35_FD"",""Eucrigsequencing_35_FD"")",,,
Eucalyptus rigidula CCA5782 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-08-15,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455052,1711514,,,,,1456596 ,1455053 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucrigsequencing_36_FD"",""Eucrigsequencing_36_FD"")",,,
Eucalyptus rigidula CCA5813 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-08-15,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455092,1711514,,,,,1456616 ,1455093 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucrigsequencing_28_FD"",""Eucrigsequencing_28_FD"")",,,
Eucalyptus rigidula CCA5815 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-08-15,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455090,1711514,,,,,1456615 ,1455091 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucrigsequencing_29_FD"",""Eucrigsequencing_29_FD"")",,,
Eucalyptus rigidula CCA6003 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455286,1711514,,,,,1456713 ,1455287 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucrigsequencing_31_FD"",""Eucrigsequencing_31_FD"")",,,
Eucalyptus rigidula CCA6005 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455288,1711514,,,,,1456714 ,1455289 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucrigsequencing_32_FD"",""Eucrigsequencing_32_FD"")",,,
Eucalyptus rosacea CCA1401 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456094,1711515,,,,,1457117 ,1456095 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucrossequencing_3_FD"",""Eucrossequencing_3_FD"")",,,
Eucalyptus rosacea CCA6074 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455338,1711515,,,,,1456739 ,1455339 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucrossequencing_4_FD"",""Eucrossequencing_4_FD"")",,,
Eucalyptus rubida CCA1615 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-02-04,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456260,155762,,,,,1457200 ,1456261 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucrubsequencing_2_FD"",""Eucrubsequencing_2_FD"")",,,
Eucalyptus rubiginosa CCA1431 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456118,183850,,,,,1457129 ,1456119 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucrubsequencing_3_FD"",""Eucrubsequencing_3_FD"")",,,
Eucalyptus rudis CCA1163 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-01-22,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455934,338544,,,,,1457037 ,1455935 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucrudsequencing_7_FD"",""Eucrudsequencing_7_FD"")",,,
Eucalyptus rudis CCA5628 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-09,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1454874,338544,,,,,1456507 ,1454875 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucrudsequencing_9_FD"",""Eucrudsequencing_9_FD"")",,,
Eucalyptus rudis CCA5629 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-09,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1454910,338544,,,,,1456525 ,1454911 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucrudsequencing_8_FD"",""Eucrudsequencing_8_FD"")",,,
Eucalyptus rugosa CCA1254 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455994,1711518,,,,,1457067 ,1455995 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucrugsequencing_3_FD"",""Eucrugsequencing_3_FD"")",,,
Eucalyptus rummeryi CCA1675 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-02-04,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456310,1711520,,,,,1457225 ,1456311 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucrumsequencing_FD"",""Eucrumsequencing_FD"")",,,
Eucalyptus rupestris CCA1433 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456120,3932,,,,,1457130 ,1456121 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucrupsequencing_4_FD"",""Eucrupsequencing_4_FD"")",,,
Eucalyptus rupestris CCA5713 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-09,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1454972,3932,,,,,1456556 ,1454973 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucrupsequencing_5_FD"",""Eucrupsequencing_5_FD"")",,,
Eucalyptus salmonophloia CCA0576 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-01-22,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455818,183851,,,,,1456979 ,1455819 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucsalsequencing_5_FD"",""Eucsalsequencing_5_FD"")",,,
Eucalyptus salubris CCA0196 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455514,1711522,,,,,1456827 ,1455515 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucsalsequencing_4_FD"",""Eucsalsequencing_4_FD"")",,,
Eucalyptus sargentii CCA5731 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-09,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455000,1711523,,,,,1456570 ,1455001 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucsarsequencing_4_FD"",""Eucsarsequencing_4_FD"")",,,
Eucalyptus sargentii CCA5732 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-09,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1454998,1711523,,,,,1456569 ,1454999 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucsarsequencing_6_FD"",""Eucsarsequencing_6_FD"")",,,
Eucalyptus sargentii CCA5733 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-09,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1454996,1711523,,,,,1456568 ,1454997 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucsarsequencing_5_FD"",""Eucsarsequencing_5_FD"")",,,
Eucalyptus scoparia CCA1298 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456026,183852,,,,,1457083 ,1456027 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucscosequencing_2_FD"",""Eucscosequencing_2_FD"")",,,
Eucalyptus scyphocalyx CCA0556 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-01-22,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455804,1711528,,,,,1456972 ,1455805 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucscysequencing_4_FD"",""Eucscysequencing_4_FD"")",,,
Eucalyptus scyphocalyx CCA0559 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-01-22,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455806,1711528,,,,,1456973 ,1455807 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucscysequencing_3_FD"",""Eucscysequencing_3_FD"")",,,
Eucalyptus sepulcralis CCA2883 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-04-29,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456386,424437,,,,,1457263 ,1456387 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucsepsequencing_FD"",""Eucsepsequencing_FD"")",,,
Eucalyptus sessilis CCA1521 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-02-04,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456184,1711531,,,,,1457162 ,1456185 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucsessequencing_2_FD"",""Eucsessequencing_2_FD"")",,,
Eucalyptus sheathiana CCA0401 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-04-19,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455694,3932,,,,,1456917 ,1455695 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucshesequencing_7_FD"",""Eucshesequencing_7_FD"")",,,
Eucalyptus sheathiana CCA0402 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-04-19,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455696,3932,,,,,1456918 ,1455697 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucshesequencing_8_FD"",""Eucshesequencing_8_FD"")",,,
Eucalyptus sheathiana CCA5742 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-09,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1454990,3932,,,,,1456565 ,1454991 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucshesequencing_9_FD"",""Eucshesequencing_9_FD"")",,,
Eucalyptus sheathiana CCA5743 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-09,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1454988,3932,,,,,1456564 ,1454989 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucshesequencing_10_FD"",""Eucshesequencing_10_FD"")",,,
Eucalyptus shirleyi CCA1572 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-02-04,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456224,1234624,,,,,1457182 ,1456225 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucshisequencing_FD"",""Eucshisequencing_FD"")",,,
Eucalyptus sicilifolia CCA1558 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-02-04,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456212,1711532,,,,,1457176 ,1456213 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucsicsequencing_FD"",""Eucsicsequencing_FD"")",,,
Eucalyptus sideroxylon ABG E. sideroxylon Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-09,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1454890,1541731,,,,,1456515 ,1454891 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucsidsequencing_177_FD"",""Eucsidsequencing_177_FD"")",,,
Eucalyptus sieberi CCA3036 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-04-29,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456494,87684,,,,,1457317 ,1456495 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucsiesequencing_FD"",""Eucsiesequencing_FD"")",,,
Eucalyptus socialis CCA0017 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455374,1711534,,,,,1456757 ,1455375 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucsocsequencing_9_FD"",""Eucsocsequencing_9_FD"")",,,
Eucalyptus socialis CCA0018 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455376,1711534,,,,,1456758 ,1455377 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucsocsequencing_10_FD"",""Eucsocsequencing_10_FD"")",,,
Eucalyptus socialis CCA0166 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455488,1711534,,,,,1456814 ,1455489 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucsocsequencing_6_FD"",""Eucsocsequencing_6_FD"")",,,
Eucalyptus socialis CCA0167 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455490,1711534,,,,,1456815 ,1455491 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucsocsequencing_7_FD"",""Eucsocsequencing_7_FD"")",,,
Eucalyptus socialis CCA2898 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-04-29,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456396,1711534,,,,,1457268 ,1456397 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucsocsequencing_8_FD"",""Eucsocsequencing_8_FD"")",,,
Eucalyptus socialis CCA3001 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-04-29,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456470,1711534,,,,,1457305 ,1456471 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucsocsequencing_5_FD"",""Eucsocsequencing_5_FD"")",,,
Eucalyptus sp. Adelaide CCA1511 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-02-04,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456176,3932,,,,,1457158 ,1456177 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucspsequencing_103_FD"",""Eucspsequencing_103_FD"")",,,
Eucalyptus sp. Cable Haul Road CCA5987 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455270,3932,,,,,1456705 ,1455271 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucspsequencing_101_FD"",""Eucspsequencing_101_FD"")",,,
Eucalyptus sp. Cable Haul Road CCA5988 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455272,3932,,,,,1456706 ,1455273 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucspsequencing_100_FD"",""Eucspsequencing_100_FD"")",,,
Eucalyptus sp. Dartmoor CCA5762 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-09,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455030,3932,,,,,1456585 ,1455031 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucspsequencing_113_FD"",""Eucspsequencing_113_FD"")",,,
Eucalyptus sp. Dartmoor CCA5764 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-09,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455032,3932,,,,,1456586 ,1455033 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucspsequencing_112_FD"",""Eucspsequencing_112_FD"")",,,
Eucalyptus sp. Dunbar Road CCA5785 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-08-15,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455056,3932,,,,,1456598 ,1455057 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucspsequencing_105_FD"",""Eucspsequencing_105_FD"")",,,
Eucalyptus sp. Dunbar Road CCA5786 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-08-15,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455058,3932,,,,,1456599 ,1455059 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucspsequencing_104_FD"",""Eucspsequencing_104_FD"")",,,
Eucalyptus sp. Great Victoria Desert CCA0498 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-04-19,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455758,3932,,,,,1456949 ,1455759 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucspsequencing_90_FD"",""Eucspsequencing_90_FD"")",,,
Eucalyptus sp. Great Victoria Desert CCA0541 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-01-22,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455794,3932,,,,,1456967 ,1455795 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucspsequencing_88_FD"",""Eucspsequencing_88_FD"")",,,
Eucalyptus sp. Great Victoria Desert CCA1485 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-02-04,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456156,3932,,,,,1457148 ,1456157 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucspsequencing_102_FD"",""Eucspsequencing_102_FD"")",,,
Eucalyptus sp. Great Victoria Desert CCA6022 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455306,3932,,,,,1456723 ,1455307 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucspsequencing_99_FD"",""Eucspsequencing_99_FD"")",,,
Eucalyptus sp. Kalbarri CCA5856 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-08-15,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455110,3932,,,,,1456625 ,1455111 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucspsequencing_91_FD"",""Eucspsequencing_91_FD"")",,,
Eucalyptus sp. Kalbarri CCA5857 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-08-15,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455108,3932,,,,,1456624 ,1455109 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucspsequencing_92_FD"",""Eucspsequencing_92_FD"")",,,
