project_name	principal_investigator	scientific_program	product_name	status	status_date	user_program	proposal	jgi_project_id	taxonomy_id	sequencing_project_id	analysis_project_id	project_manager	portal_id	field_id	folder_name	row_tree	current_name	voucher	provenance	rownum	year_planted	treenum	dnnumber	field_comments	date	field_determination	location	description	latitude	longitude	genus	subgenus	section	series	subseries	species	subspecies	tip_label	R1_filesize	R2_filesize	is_excluded
Eucalyptus sp. Sullivan Soak CCA2816 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-04-29	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456338	3932	1457239	1456339	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucspsequencing_93_FD"",""Eucspsequencing_93_FD"")	CCA2816	Eucspsequencing_93_FD	R131/T22	Eucalyptus sp. Sullivan Soak	-	Unknown	131	1997	22									Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		sp. Sullivan Soak		E_sp_Sullivan_Soak_2	5467454209	7015426601	FALSE
Eucalyptus sp. Sullivan Soak CCA5746 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-09	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455018	3932	1456579	1455019	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucspsequencing_106_FD"",""Eucspsequencing_106_FD"")	CCA5746	Eucspsequencing_106_FD	R315/T02	Eucalyptus sp. Sullivan Soak	DN 5503	Lake Magenta, WA	315	2011	2	5503		2010-03-23	Eucalyptus lunata ms	Mallee Rd, N of Reserve Rd, Western Australia.	Mallee to 4 m tall. Bark smooth throughout, grey over tan to pale orange-tan. Leaves glossy, green. Dominant here in mallee shrubland in depression of white sand with Eucalyptus dissimulata, E. blanda and a few E. sporadica. AD, CANB, NSW, PERTH + seed + photos	-33.5936111111111	119.398333333333	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		sp. Sullivan Soak		E_sp_Sullivan_Soak_3	3849345801	4813670338	FALSE
Eucalyptus sp. Sullivan Soak CCA5747 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-09	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455020	3932	1456580	1455021	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucspsequencing_109_FD"",""Eucspsequencing_109_FD"")	CCA5747	Eucspsequencing_109_FD	R315/T03	Eucalyptus sp. Sullivan Soak	DN 5503	Lake Magenta, WA	315	2011	3	5503		2010-03-23	Eucalyptus lunata ms	Mallee Rd, N of Reserve Rd, Western Australia.	Mallee to 4 m tall. Bark smooth throughout, grey over tan to pale orange-tan. Leaves glossy, green. Dominant here in mallee shrubland in depression of white sand with Eucalyptus dissimulata, E. blanda and a few E. sporadica. AD, CANB, NSW, PERTH + seed + photos	-33.5936111111111	119.398333333333	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		sp. Sullivan Soak		E_sp_Sullivan_Soak_4	3252414233	4059433717	FALSE
Eucalyptus spathulata CCA1250 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455992	87685	1457066	1455993	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucspasequencing_3_FD"",""Eucspasequencing_3_FD"")	CCA1250	Eucspasequencing_3_FD	R071/T06	Eucalyptus spathulata subsp. spathulata	DN 234	Katanning, WA	71	1995	6	234		1992-12-10	Eucalyptus spathulata subsp. spathulata	WA	Mallet 6m tall. In swampy saline soil growing with E. occidentalis. Bark glossy bronze. Leaves glossy blue-green.	-34.6877777777778	117.749166666667	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Erectae	Abundae	spathulata	spathulata	E_spathulata_spathulata	3968507219	4893268233	FALSE
Eucalyptus spectatrix CCA3032 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-04-29	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456492	424438	1457316	1456493	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucspesequencing_FD"",""Eucspesequencing_FD"")	CCA3032	Eucspesequencing_FD	R141/T18	Eucalyptus spectatrix	DN 1751	Bega, NSW	141	1997	18	1751		1996-04-20	Eucalyptus stricta (spectatrix)	Dr. George Mountain just below trig point, east of Bega, NSW	Whipstick mallee 4m tall. Bark smooth, grey over cream. Leaves glossy, dark green, reticulation sparse, with many island glands. Growing in between granite bedrock.  AD, CANB Photos	-36.6588888888889	149.905277777778	Eucalyptus	Eucalyptus	Eucalyptus	Strictae	Irregulares	spectatrix		E_spectatrix	3247374861	4196788949	FALSE
Eucalyptus sporadica CCA0301 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-04-19	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455598	3932	1456869	1455599	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucsposequencing_8_FD"",""Eucsposequencing_8_FD"")	CCA0301	Eucsposequencing_8_FD	R021/T14	Eucalyptus sporadica	DN 204	Needilup, WA	21	1993	14	204		1992-12-09	Eucalyptus sporadica	Near Needilup, Western Australia.	Mallee to 5 metres tall. Bark smooth light brown. Leaves glossy green. Growing with Eucalyptus dissimulata? and E. xanthonema.  PERTH	-33.9541666666667	118.702222222222	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Erectae	Pedicellatae	sporadica		E_sporadica_1	3424420342	4322319936	FALSE
Eucalyptus sporadica CCA1210 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455986	3932	1457063	1455987	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucsposequencing_9_FD"",""Eucsposequencing_9_FD"")	CCA1210	Eucsposequencing_9_FD	R069/T26	Eucalyptus sporadica	DN 1122	Ravensthorpe Range, WA	69	1995	26	1122		1994-11-23	Eucalyptus sporadica	WA	Mallee 5m tall. Bark ± smooth with adherent strips, tan and grey. Leaves glossy, green. Flowers light yellow. On slope with E. megacornuta, E. redunca, E. phaenophylla and E. uncinata. A,C Photo	-33.5119444444444	120.038888888889	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Erectae	Pedicellatae	sporadica		E_sporadica_2	3260873505	3987303711	FALSE
Eucalyptus sporadica CCA5630 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-09	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1454902	3932	1456521	1454903	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucsposequencing_11_FD"",""Eucsposequencing_11_FD"")	CCA5630	Eucsposequencing_11_FD	R310/T17	Eucalyptus sporadica	DN 5468	Split Rocks, WA	310	2011	17	5468		2010-03-20	Eucalyptus aff. sporadica	Forestania Rd, N of Spilt Rocks, Western Australia.	Mallee 4 m tall. Bark rough for < 1 m; smooth above. Leaves glossy, blue-green. Flowers light yellow (but only one flower seen). Morphology variable here. On slightly undulating pale brown gravely sand on slight rise with Eucalyptus rigidula, E. platycorys, E. aff. incrassata, E. burracoppinensis, E. sheathiana and E. tenera. CANB, PERTH + seed	-31.8997222222222	119.65	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Erectae	Pedicellatae	sporadica		E_sporadica_3	4611302878	5494681303	FALSE
Eucalyptus sporadica CCA5631 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-09	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1454900	3932	1456520	1454901	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucsposequencing_12_FD"",""Eucsposequencing_12_FD"")	CCA5631	Eucsposequencing_12_FD	R310/T18	Eucalyptus sporadica	DN 5468	Split Rocks, WA	310	2011	18	5468		2010-03-20	Eucalyptus aff. sporadica	Forestania Rd, N of Spilt Rocks, Western Australia.	Mallee 4 m tall. Bark rough for < 1 m; smooth above. Leaves glossy, blue-green. Flowers light yellow (but only one flower seen). Morphology variable here. On slightly undulating pale brown gravely sand on slight rise with Eucalyptus rigidula, E. platycorys, E. aff. incrassata, E. burracoppinensis, E. sheathiana and E. tenera. CANB, PERTH + seed	-31.8997222222222	119.65	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Erectae	Pedicellatae	sporadica		E_sporadica_4	3588537950	4373224933	FALSE
Eucalyptus sporadica CCA5633 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-09	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1454898	3932	1456519	1454899	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucsposequencing_10_FD"",""Eucsposequencing_10_FD"")	CCA5633	Eucsposequencing_10_FD	R310/T20	Eucalyptus sporadica	DN 5468	Split Rocks, WA	310	2011	20	5468		2010-03-20	Eucalyptus aff. sporadica	Forestania Rd, N of Spilt Rocks, Western Australia.	Mallee 4 m tall. Bark rough for < 1 m; smooth above. Leaves glossy, blue-green. Flowers light yellow (but only one flower seen). Morphology variable here. On slightly undulating pale brown gravely sand on slight rise with Eucalyptus rigidula, E. platycorys, E. aff. incrassata, E. burracoppinensis, E. sheathiana and E. tenera. CANB, PERTH + seed	-31.8997222222222	119.65	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Erectae	Pedicellatae	sporadica		E_sporadica_5	4630377409	5640627850	FALSE
Eucalyptus spreta CCA0146 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455474	1711541	1456807	1455475	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucsprsequencing_3_FD"",""Eucsprsequencing_3_FD"")	CCA0146	Eucsprsequencing_3_FD	R014/T11	Eucalyptus spreta	DN 122	Balladonia, WA	14	1993	11	122		1992-12-06	Eucalyptus spreta		Growing with  E. cylindrocarpa and E. calycogona. Steep branching habit.	-32.2222222222222	123.365	Eucalyptus	Symphyomyrtus	Dumaria	Rufispermae		spreta		E_spreta	3143807170	3874585433	FALSE
Eucalyptus staeri CCA1240 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455974	183853	1457057	1455975	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucstasequencing_3_FD"",""Eucstasequencing_3_FD"")	CCA1240	Eucstasequencing_3_FD	R070/T35	Eucalyptus staeri	DN 1133	Wellstead, WA	70	1995	35	1133		1994-11-23	Eucalyptus staeri	South Coast Hwy near Wellstead, Western Australia.	Robust tree-mallee 4 metres tall. Bark rough, stringy grey over orange-brown. Leaves glossy, green, ± concolorous, no oil glands. Growing in dense heath with Eucalyptus buprestium. AD Photo	-34.5127777777778	118.577777777778	Eucalyptus	Eucalyptus	Longistylus	Occidentales		staeri		E_staeri	3491924781	4348789047	FALSE
Eucalyptus steedmanii CCA0032 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455384	1711543	1456762	1455385	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucstesequencing_5_FD"",""Eucstesequencing_5_FD"")	CCA0032	Eucstesequencing_5_FD	R010/T15	Eucalyptus steedmanii	DN 317	Forrestania, WA	10	1993	15	317		1992-12-13	Eucalyptus steedmanii	WA	Mallet to 8m tall. Growing in Eucalypt thickets with E. flocktoniae and E. salubris. Slightly glossy bronze-grey bark to ground level. Glossy olive green leaves.	-32.4816666666667	119.676666666667	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Erectae	Abundae	steedmanii		E_steedmanii	3405688643	4320512341	FALSE
Eucalyptus stellulata 'Little Star' CCA5879 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-08-15	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455162	687984	1456651	1455163	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucstesequencing_4_FD"",""Eucstesequencing_4_FD"")	CCA5879	Eucstesequencing_4_FD	R331/T13	Eucalyptus stellulata 'Little Star'	-	Unknown	331	2015	13																E_stellulata_Little_Star	2392956294	2940781354	FALSE
Eucalyptus stoatei CCA0565 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-01-22	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455812	87686	1456976	1455813	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucstosequencing_4_FD"",""Eucstosequencing_4_FD"")	CCA0565	Eucstosequencing_4_FD	R041/T33	Eucalyptus stoatei	DN 181	Jerdacuttup, WA	41	1994	33	181		1992-12-08	Eucalyptus stoatei		Tree or mallet 3-6m tall. Growing in mallee scrub with E. leptocalyx, E. tetragona and E. kesselii ssp. eugnosta. Bark smooth light coppery over light grey. Dominant euc in area.	-33.7258333333333	121.390833333333	Eucalyptus	Symphyomyrtus	Dumaria	Tetrapterae		stoatei		E_stoatei	2410605314	2654557916	FALSE
Eucalyptus stowardii CCA0386 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-04-19	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455680	1711544	1456910	1455681	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucstosequencing_6_FD"",""Eucstosequencing_6_FD"")	CCA0386	Eucstosequencing_6_FD	R025/T10	Eucalyptus stowardii	DN 281	Latham, WA	25	1993	10	281		1992-12-12	Eucalyptus stowardii	WA	Mallee to 5m tall. Growing on gravelly red loam with E. ewartiana. Bark bronze brown over cream. Leaves glossy green.	-29.8661111111111	116.369722222222	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Erectae	Pedicellatae	stowardii		E_stowardii_1	5595391252	8105874319	FALSE
Eucalyptus stowardii CCA0389 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-04-19	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455682	1711544	1456911	1455683	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucstosequencing_5_FD"",""Eucstosequencing_5_FD"")	CCA0389	Eucstosequencing_5_FD	R025/T13	Eucalyptus stowardii	DN 281	Latham, WA	25	1993	13	281		1992-12-12	Eucalyptus stowardii	WA	Mallee to 5m tall. Growing on gravelly red loam with E. ewartiana. Bark bronze brown over cream. Leaves glossy green.	-29.8661111111111	116.369722222222	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Erectae	Pedicellatae	stowardii		E_stowardii_2	3585345582	4643816732	FALSE
Eucalyptus striaticalyx CCA1527 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-02-04	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456188	3932	1457164	1456189	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucstrsequencing_9_FD"",""Eucstrsequencing_9_FD"")	CCA1527	Eucstrsequencing_9_FD	R088/T09	Eucalyptus striaticalyx	DN 1548	Milly Soak, WA	88	1996	9	1548		1995-09-18	Eucalyptus striaticalyx	Milly's Soak, north of Cue, Western Australia.	Tree 7m tall, others to 12m, some several stemmed. Bark rough over most of tree, subfibrous, flaky, dark grey, then smooth, cream. Leaves dull, blue green. Dominant tree in powdery red white loam in low lying area. AD, CANB, PERTH Photos	-27.2861111111111	117.928888888889	Eucalyptus	Symphyomyrtus	Dumaria	Rufispermae		striaticalyx		E_striaticalyx_1	2394188268	2929507075	FALSE
Eucalyptus striaticalyx CCA5832 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-08-15	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455070	3932	1456605	1455071	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucstrsequencing_7_FD"",""Eucstrsequencing_7_FD"")	CCA5832	Eucstrsequencing_7_FD	R318/T17	Eucalyptus striaticalyx	DN 5592	Lake Mongers, WA	318	2011	17	5592		2010-03-31	Eucalyptus striaticalyx	W side Lake Mongers near Warriedar homestead, Western Australia.	Tree to 12 m tall, mostly single-stemmed. Bark rough for 3 to 7 metres, thick and moderately fissured, dark grey; smooth above, cream and tan Leaves dull, blue-green. Buds variably waxy. Branchlets variably waxy, but mostly not waxy. Pure stand on very powdery brown loam on flat adjacent to salt lake. CANB, PERTH + seed + photos	-29.1208333333333	117.226944444444	Eucalyptus	Symphyomyrtus	Dumaria	Rufispermae		striaticalyx		E_striaticalyx_2	2865866773	3622638386	FALSE
Eucalyptus stricklandii CCA0654 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-01-22	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455878	1711545	1457009	1455879	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucstrsequencing_8_FD"",""Eucstrsequencing_8_FD"")	CCA0654	Eucstrsequencing_8_FD	R045/T19	Eucalyptus stricklandii	DN 344	Coonana, WA	45	1994	19	344		1992-12-15	Eucalyptus stricklandii	West of Coonana on Transline, Western Australia.	Small tree to 6m tall. Rough, hard, tessellated, black bark for 1-2m then smooth light grey. Glossy dark green leaves. Glaucous stems and fruit (not buds). Growing on granite outcrop with E. ravida.	-31.0230555555556	123.069722222222	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Stricklandianae		stricklandii		E_stricklandii	1763841857	1925360439	FALSE
Eucalyptus stricta CCA5562 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-09	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1454868	1711546	1456504	1454869	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucstrsequencing_10_FD"",""Eucstrsequencing_10_FD"")	CCA5562	Eucstrsequencing_10_FD	R306/T07	Eucalyptus stricta	DN 5252	Kings Tableland, NSW	306	2010	7	5252		2009-01-28	Eucalyptus stricta	Tableland Road, Blue Mountains, New South Wales.	Whipstick mallee to 3 metres tall. Bark smooth throughout, +/- ribbony, grey over yellowish. Leaves glossy,  green. Dominant here in open heath on broad, flat ridge with Eucalyptus ligustrina and some E. sclerophylla. AD Seeds + photos	-33.7480555555556	150.377222222222	Eucalyptus	Eucalyptus	Eucalyptus	Strictae	Irregulares	stricta		E_stricta	2661540153	3173650625	FALSE
Eucalyptus NA CCA0182 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455502	3932	1456821	1455503	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_18_FD"",""EucNAsequencing_18_FD"")	CCA0182	EucNAsequencing_18_FD	R015/T23	Eucalyptus subangusta subsp. cerina	DN 301	Chiddarcooping Hill, WA	15	1993	23	301		1992-12-13	Eucalyptus subangusta subsp. cerina	Edge of Chiddarcooping Nature Reserve, north of Warralakin, Western Australia.	Mallee to 5m tall. Smooth grey bark. Dull blue-green leaves. Growing on brown loam with E. sheathiana and E. loxophleba ssp. lissophloia.	-30.8761111111111	118.705								E_subangusta_cerina	3604369085	4558779735	FALSE
Eucalyptus NA CCA0179 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455500	3932	1456820	1455501	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_19_FD"",""EucNAsequencing_19_FD"")	CCA0179	EucNAsequencing_19_FD	R015/T19	Eucalyptus subangusta subsp. pusilla	DN 278	Canna, WA	15	1993	19	278		1992-12-12	Eucalyptus subangusta subsp. pusilla	Corner Naneine and Mullera-Wubin Roads	Mallee 4m tall growing on gravelly red clay loam. Bark smooth grey. Leaves dull light green	-28.915	115.835555555556								E_subangusta_pusilla	3215494016	3915097277	FALSE
Eucalyptus NA CCA0315 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-04-19	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455656	3932	1456898	1455657	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_7_FD"",""EucNAsequencing_7_FD"")	CCA0315	EucNAsequencing_7_FD	R022/T04	Eucalyptus subangusta subsp. subangusta	DN 290	Pithera, WA	22	1993	4	290		1992-12-13	Eucalyptus subangusta subsp. subangusta		Mallee to 4m tall on gravelly clay loam with no other Eucalypt species. Pink grey smooth bark. Dull blue-green leaves	-30.4772222222222	116.685								E_subangusta_subangusta	3238004135	4146827963	FALSE
Eucalyptus NA CCA0339 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-04-19	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455636	3932	1456888	1455637	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_15_FD"",""EucNAsequencing_15_FD"")	CCA0339	EucNAsequencing_15_FD	R023/T12	Eucalyptus subtilis	DN 140	Daniell, WA	23	1993	12	140		1992-12-06	Eucalyptus subtilis		With E. grossa. In flower.	-32.5247222222222	121.607777777778								E_subtilis_1	3177843322	4202797091	FALSE
Eucalyptus NA CCA0342 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-04-19	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455632	3932	1456886	1455633	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_13_FD"",""EucNAsequencing_13_FD"")	CCA0342	EucNAsequencing_13_FD	R023/T24	Eucalyptus subtilis	DN 187	Newdegate, WA	23	1993	24	187		1992-12-08	Eucalyptus subtilis		Dense mallee 2-3m tall. Growing on clay loam, low shrubland with E. tetragona and E. depauperata.  Bark smooth grey. Leaves dull when immature, maturing slightly glossy.	-33.0955555555556	119.268611111111								E_subtilis_2	3155891389	3988617911	FALSE
Eucalyptus NA CCA0345 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-04-19	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455630	3932	1456885	1455631	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_12_FD"",""EucNAsequencing_12_FD"")	CCA0345	EucNAsequencing_12_FD	R023/T27	Eucalyptus subtilis	DN 187	Newdegate, WA	23	1993	27	187		1992-12-08	Eucalyptus subtilis		Dense mallee 2-3m tall. Growing on clay loam, low shrubland with E. tetragona and E. depauperata.  Bark smooth grey. Leaves dull when immature, maturing slightly glossy.	-33.0955555555556	119.268611111111								E_subtilis_3	4330389527	5530433493	FALSE
Eucalyptus suffulgens CCA1565 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-02-04	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456218	3932	1457179	1456219	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucsufsequencing_FD"",""Eucsufsequencing_FD"")	CCA1565	Eucsufsequencing_FD	R089/T26	Eucalyptus suffulgens	DN 1267	Isla Gorge, Qld	89	1996	26	1267		1995-04-10	Eucalyptus beaniana?	Isla Gorge NP, north of Taroom, QLD	Tree 12m tall. Bark rough, deeply furrowed, dark grey. Leaves dull, light green. On rocky ridge with E. tenupes, E. hendersonii and E. watsoniana. Photo AD	-25.1925	149.971111111111	Eucalyptus	Symphyomyrtus	Adnataria	Rhodoxyla	Concolores	suffulgens		E_suffulgens	2708984818	3293479366	FALSE
Eucalyptus suggrandis CCA0023 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455358	1711554	1456749	1455359	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucsugsequencing_6_FD"",""Eucsugsequencing_6_FD"")	CCA0023	Eucsugsequencing_6_FD	R010/T02	Eucalyptus suggrandis subsp. promiscua	DN 311	Dragon Rocks, WA	10	1993	2	311		1992-12-13	Eucalyptus suggrandis subsp. promiscua	Track to Dragon Rocks, south of Hyden, Western Australia.	Small mallee to 4m tall. Smooth grey stems. Glossy olive green leaves. Growing on white sand with E. depauperata, E. flocktoniae and E. phaenophylla.	-32.7672222222222	119.090555555556	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Erectae	Abundae	suggrandis	promiscua	E_suggrandis_promiscua	5630306524	6999614820	FALSE
Eucalyptus suggrandis CCA0221 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455530	1711554	1456835	1455531	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucsugsequencing_4_FD"",""Eucsugsequencing_4_FD"")	CCA0221	Eucsugsequencing_4_FD	R017/T03	Eucalyptus suggrandis subsp. suggrandis	DN 197	Ravensthorpe, WA	17	1993	3	197		1992-12-09	Eucalyptus suggrandis subsp. suggrandis	WA	Erect mallee 3m tall. Growing with E. incrassata and E. phaenophylla ssp. interjacens. Leaves glossy olive green.	-33.7347222222222	120.191111111111	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Erectae	Abundae	suggrandis	suggrandis	E_suggrandis_suggrandis_1	3258815066	4056451658	FALSE
