project_name	principal_investigator	scientific_program	product_name	status	status_date	user_program	proposal	jgi_project_id	taxonomy_id	sequencing_project_id	analysis_project_id	project_manager	portal_id	field_id	folder_name	row_tree	current_name	voucher	provenance	rownum	year_planted	treenum	dnnumber	field_comments	date	field_determination	location	description	latitude	longitude	genus	subgenus	section	series	subseries	species	subspecies	tip_label
Eucalyptus synandra CCA5822 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-08-15	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455082	1711557	1456611	1455083	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucsynsequencing_8_FD"",""Eucsynsequencing_8_FD"")	CCA5822	Eucsynsequencing_8_FD	R318/T01	Eucalyptus synandra	DN 5588	Karara, WA	318	2011	1	5588		2010-03-30	Eucalyptus synandra	Ca. 700 m SW of John Forest Lookout, Karara area, Western Australia.	Mallee to 3 m tall. Bark smooth throughout, pinkish over powdery white. Leaves dull, blue-green. Branchlets distinctly glossy and dark purple.  About six mallees on rocky ridge of loam and banded ironstone, in open shrubland, with some Eucalyptus loxophleba ssp. supralaevis nearby. CANB, PERTH + seed + photos	-29.3136111111111	116.725555555556	Eucalyptus	Symphyomyrtus	Bisectae	Curviptera	Leptopodae	synandra		E_synandra_3
Eucalyptus synandra CCA5823 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-08-15	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455078	1711557	1456609	1455079	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucsynsequencing_9_FD"",""Eucsynsequencing_9_FD"")	CCA5823	Eucsynsequencing_9_FD	R318/T03	Eucalyptus synandra	DN 5588	Karara, WA	318	2011	3	5588		2010-03-30	Eucalyptus synandra	Ca. 700 m SW of John Forest Lookout, Karara area, Western Australia.	Mallee to 3 m tall. Bark smooth throughout, pinkish over powdery white. Leaves dull, blue-green. Branchlets distinctly glossy and dark purple.  About six mallees on rocky ridge of loam and banded ironstone, in open shrubland, with some Eucalyptus loxophleba ssp. supralaevis nearby. CANB, PERTH + seed + photos	-29.3136111111111	116.725555555556	Eucalyptus	Symphyomyrtus	Bisectae	Curviptera	Leptopodae	synandra		E_synandra_4
Eucalyptus talyuberlup CCA0597 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-01-22	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455822	1711558	1456981	1455823	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euctalsequencing_2_FD"",""Euctalsequencing_2_FD"")	CCA0597	Euctalsequencing_2_FD	R043/T06	Eucalyptus talyuberlup	DN 228	Stirling Rngs NP, WA	43	1994	6	228		1992-12-10	Eucalyptus talyuberlup	4.2km W of Chester Pass along Stirling Range Drive	Large mallee 7m tall. Growing in a E. calophylla and E. marginata forest on a rocky slope. Bark smooth grey.	-34.3708333333333	118.074166666667	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Cornutae	Liberae	talyuberlup		E_talyuberlup
Eucalyptus tenera CCA0204 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455520	1711560	1456830	1455521	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euctensequencing_6_FD"",""Euctensequencing_6_FD"")	CCA0204	Euctensequencing_6_FD	R016/T18	Eucalyptus tenera	DN 238	Lake Chinocup, WA	16	1993	18	238		1992-12-10	Eucalyptus tenera	WA	Small mallee to 4m tall. Growing on white sand with E. flocktoniae, E. obesa, E. pileata and E. sparsicoma. Bark brown glossy. Leaves olive green.	-33.5311111111111	118.376944444444	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Erectae	Abundae	tenera		E_tenera_1
Eucalyptus tenera CCA0441 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-04-19	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455716	1711560	1456928	1455717	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euctensequencing_8_FD"",""Euctensequencing_8_FD"")	CCA0441	Euctensequencing_8_FD	R027/T20	Eucalyptus tenera	DN 310	Dragon Rocks, WA	27	1993	20	310		1992-12-13	Eucalyptus tenera	Track to Dragon Rocks, south of Hyden, Western Australia.	Whipstick mallee to 3.5m tall. Smooth grey stems. Glossy dark green leaves. In full flower (pale yellow to yellow). Growing on white sand with E. suggrandis ssp. alipes and E. phaenophylla.	-32.7655555555556	119.090555555556	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Erectae	Abundae	tenera		E_tenera_2
Eucalyptus tenuis CCA0191 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455512	1711561	1456826	1455513	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euctensequencing_7_FD"",""Euctensequencing_7_FD"")	CCA0191	Euctensequencing_7_FD	R016/T01	Eucalyptus tenuis	DN 326	Mt Day, WA	16	1993	1	326		1992-12-15	Eucalyptus tenuis	North of Hyden to Norseman track on the Mt Day track, Western Australia.	Whipstick mallet to 8m tall. Smooth cream or light grey bark. Glossy green leaves. Growing in Eucalypt thickets with E. extensa, E. dundasii and E. urna with no understory.	-32.1241666666667	120.492222222222	Eucalyptus	Symphyomyrtus	Dumaria	Rufispermae		tenuis		E_tenuis
Eucalyptus tephroclada CCA0365 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-04-19	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455620	3932	1456880	1455621	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euctepsequencing_2_FD"",""Euctepsequencing_2_FD"")	CCA0365	Euctepsequencing_2_FD	R024/T16	Eucalyptus tephroclada	DN 314	Hyden, WA	24	1993	16	314		1992-12-13	Eucalyptus tephroclada	Between Karlgarin and Hyden, Western Australia.	Mallee to 3m tall. Brownish-grey, smooth bark. Glossy olive green leaves. Glaucous twigs. Growing with E. transcontinentalis.	-32.4586111111111	118.831666666667	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Erectae	Abundae	tephroclada		E_tephroclada
Eucalyptus terebra CCA0128 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455458	1711563	1456799	1455459	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euctersequencing_8_FD"",""Euctersequencing_8_FD"")	CCA0128	Euctersequencing_8_FD	R013/T26	Eucalyptus terebra	DN 117	Balladonia, WA	13	1993	26	117		1992-12-06	Eucalyptus terebra		Growing in pure stands. Photo in Eucs.2  is collection site.	-32.2747222222222	123.465555555556	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Contortae		terebra		E_terebra
Eucalyptus NA CCA1581 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-02-04	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456232	3932	1457186	1456233	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_55_FD"",""EucNAsequencing_55_FD"")	CCA1581	EucNAsequencing_55_FD	R090/T09	Eucalyptus tereticornis subsp. rotunda	DN 1272	Carnarvon Range, Qld	90	1996	9	1272		1995-04-10	Eucalyptus amplifolia subsp. conseuloensis ms	Carnarvon National Park, Mt. Moffat Section, QLD	Tree 10m tall. Bark ± smooth, tan and grey over cream. On flat ground with E. melliodora and also E. grisea nearby. - also seen below slope. Photo AD, CANB	-24.9075	148.0425								E_tereticornis_rotunda_1
Eucalyptus NA CCA1583 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-02-04	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456234	3932	1457187	1456235	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_54_FD"",""EucNAsequencing_54_FD"")	CCA1583	EucNAsequencing_54_FD	R090/T11	Eucalyptus tereticornis subsp. rotunda	DN 1272	Carnarvon Range, Qld	90	1996	11	1272		1995-04-10	Eucalyptus amplifolia subsp. conseuloensis ms	Carnarvon National Park, Mt. Moffat Section, QLD	Tree 10m tall. Bark ± smooth, tan and grey over cream. On flat ground with E. melliodora and also E. grisea nearby. - also seen below slope. Photo AD, CANB	-24.9075	148.0425								E_tereticornis_rotunda_2
Eucalyptus tereticornis CCA1386 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456084	183855	1457112	1456085	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euctersequencing_5_FD"",""Euctersequencing_5_FD"")	CCA1386	Euctersequencing_5_FD	R080/T07	Eucalyptus tereticornis subsp. tereticornis	CSIRO 13398	Kupiano, PNG	80	1999	7									Eucalyptus	Symphyomyrtus	Exsertaria	Exsertae	Erythroxyla	tereticornis	tereticornis	E_tereticornis_tereticornis_1
Eucalyptus tereticornis CCA1389 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456086	183855	1457113	1456087	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euctersequencing_7_FD"",""Euctersequencing_7_FD"")	CCA1389	Euctersequencing_7_FD	R080/T10	Eucalyptus tereticornis subsp. tereticornis	CSIRO 13398	Kupiano, PNG	80	1999	10									Eucalyptus	Symphyomyrtus	Exsertaria	Exsertae	Erythroxyla	tereticornis	tereticornis	E_tereticornis_tereticornis_2
Eucalyptus tereticornis CCA1393 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456088	183855	1457114	1456089	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euctersequencing_6_FD"",""Euctersequencing_6_FD"")	CCA1393	Euctersequencing_6_FD	R080/T28	Eucalyptus tereticornis subsp. tereticornis	CSIRO 13661	Mount Molloy, Qld	80	1999	28									Eucalyptus	Symphyomyrtus	Exsertaria	Exsertae	Erythroxyla	tereticornis	tereticornis	E_tereticornis_tereticornis_3
Eucalyptus NA CCA1562 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-02-04	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456214	3932	1457177	1456215	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_65_FD"",""EucNAsequencing_65_FD"")	CCA1562	EucNAsequencing_65_FD	R089/T21	Eucalyptus tholiformis	DN 1279	Springsure, Qld	89	1996	21	1279		1995-04-11	Eucalyptus tholoformis	South-west of Springsure, QLD	Tree 10m tall. Bark rough, deeply furrowed, almost black. Leaves dull, blue green. On sandstone-conglomerate ridge with E. scabrida and E. melanophloia. Photo AD	-24.3969444444444	147.371388888889								E_tholiformis_1
Eucalyptus NA CCA1563 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-02-04	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456216	3932	1457178	1456217	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_64_FD"",""EucNAsequencing_64_FD"")	CCA1563	EucNAsequencing_64_FD	R089/T22	Eucalyptus tholiformis	DN 1279	Springsure, Qld	89	1996	22	1279		1995-04-11	Eucalyptus tholoformis	South-west of Springsure, QLD	Tree 10m tall. Bark rough, deeply furrowed, almost black. Leaves dull, blue green. On sandstone-conglomerate ridge with E. scabrida and E. melanophloia. Photo AD	-24.3969444444444	147.371388888889								E_tholiformis_2
Eucalyptus thozetiana CCA1574 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-02-04	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456228	1711569	1457184	1456229	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucthosequencing_FD"",""Eucthosequencing_FD"")	CCA1574	Eucthosequencing_FD	R090/T01	Eucalyptus thozetiana	DN 1281	Jericho, Qld	90	1996	1	1281		1995-04-11	Eucalyptus thozetiana	Between Alpha and Jericho, QLD	Tree 6m high, others to 12m. Bark smooth, white. Leaves very glossy, green. Growing on high rise with E. cambageana. Photo AD	-23.6197222222222	146.256111111111	Eucalyptus	Symphyomyrtus	Adnataria	Subbuxeales		thozetiana		E_thozetiana
Eucalyptus torquata CCA0593 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-01-22	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455820	183858	1456980	1455821	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euctorsequencing_3_FD"",""Euctorsequencing_3_FD"")	CCA0593	Euctorsequencing_3_FD	R043/T01	Eucalyptus torquata	DN 135	Norseman, WA	43	1994	1	135		1992-12-06	Eucalyptus torquata	North-west of Norseman, just W of Coolgardie - Esperance Hwy, Western Australia.	In flower (pink). Leaves dull, grey-green. Scattered with Eucalyptus lesoufii and E. celastroides subsp. celastroides.	-32.1363888888889	121.693055555556	Eucalyptus	Symphyomyrtus	Dumaria	Torquatae		torquata		E_torquata
Eucalyptus tortilis CCA0119 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455446	1711570	1456793	1455447	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euctorsequencing_4_FD"",""Euctorsequencing_4_FD"")	CCA0119	Euctorsequencing_4_FD	R013/T07	Eucalyptus tortilis	DN 130	Norseman, WA	13	1993	7	130		1992-12-06	Eucalyptus tortilis		Growing with E. lesoufii. Steep branching habit.	-32.0638888888889	122.205833333333	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Contortae		tortilis		E_tortilis
Eucalyptus transcontinentalis CCA0552 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-01-22	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455800	1711571	1456970	1455801	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euctrasequencing_2_FD"",""Euctrasequencing_2_FD"")	CCA0552	Euctrasequencing_2_FD	R041/T17	Eucalyptus transcontinentalis	DN 550	Higginsville, WA	41	1994	17	550		1993-10-06	Eucalyptus transcontinentalis	Between Norseman and Kambalda on Highway, WA	Tall erect tree 12m tall. Bark smooth throughout, pale grey. Leaves dull blue green. Flowers pale yellow. Twigs and immature fruit glaucous. Growing on red loam with E. lesoufii and E. salmonophloia. AD, CANB, PERTH	-31.8141666666667	121.663611111111	Eucalyptus	Symphyomyrtus	Bisectae	Subulatae	Decurrentes	transcontinentalis		E_transcontinentalis
Eucalyptus tricarpa CCA2978 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-04-29	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456452	1711572	1457296	1456453	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euctrisequencing_3_FD"",""Euctrisequencing_3_FD"")	CCA2978	Euctrisequencing_3_FD	R138/T17	Eucalyptus tricarpa	DN 1727	Aireys Inlet, Vic	138	1997	17	1727		1996-04-18	Eucalyptus tricarpa	Aireys Inlet, Victoria.	Tree 12 metres tall. Bark rough ironbark, black over red-brown. Leaves dull, green. Flowers cream.  Growing on slight slope as dominant with Eucalyptus ovata, E. aromaphloia and E. obliqua. AD, CANB	-38.4536111111111	144.11	Eucalyptus	Symphyomyrtus	Adnataria	Melliodorae		tricarpa		E_tricarpa
Eucalyptus trivalva CCA0536 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-01-22	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455790	3932	1456965	1455791	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euctrisequencing_4_FD"",""Euctrisequencing_4_FD"")	CCA0536	Euctrisequencing_4_FD	R040/T31	Eucalyptus trivalva	DN 529	Lake Minigwal, WA	40	1994	31	529		1993-10-01	Eucalyptus trivalvis		Mallee 4m tall. Bark rough, thick and ribbony, grey to 2m then smooth than over coppery. Leaves dull, blue green. Growing on red sand with A. anuara and E. youngiana.	-29.6297222222222	123.484444444444	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Accedentes		trivalva		E_trivalva_1
Eucalyptus trivalva CCA1471 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456148	3932	1457144	1456149	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euctrisequencing_5_FD"",""Euctrisequencing_5_FD"")	CCA1471	Euctrisequencing_5_FD	R086/T07	Eucalyptus trivalva	DN 1534	Neale Junction, WA	86	1996	7	1534		1995-09-16	Eucalyptus trivalvis	east of Neale Junction on Ann Beadell HW, Great Victoria Desert, WA	Mallee 4m tall. Bark rough for about 1.5m. , loose, dark grey, then smooth tan. Leaves dull, grey. Twigs strongly glaucous. All trivalvis in this area same. On red sand with Callitris, E. youngiana, E. gongylocarpa and triodia. AD, CANB	-28.3011111111111	126.221388888889	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Accedentes		trivalva		E_trivalva_2
Eucalyptus tumida CCA0133 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455464	1711574	1456802	1455465	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euctumsequencing_3_FD"",""Euctumsequencing_3_FD"")	CCA0133	Euctumsequencing_3_FD	R013/T32	Eucalyptus tumida	DN 159	Scaddan, WA	13	1993	32	159		1992-12-06	Eucalyptus tumida	Type location	Mallee 4m tall with E. forestiana , glossy light green leaves.	-33.4088888888889	121.894166666667	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Levispermae	Levispermae	tumida		E_tumida
Eucalyptus NA CCA0331 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-04-19	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455642	3932	1456891	1455643	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_10_FD"",""EucNAsequencing_10_FD"")	CCA0331	EucNAsequencing_10_FD	R022/T29	Eucalyptus uncinata subsp. 'Esperance Plains'	DN 162	Scaddan, WA	22	1993	29	162		1992-12-06	Eucalyptus uncinata (dendra)		Large mallee 5m tall, leaves glossy green, bark rough on lower stem (1-2m).	-33.4822222222222	121.707222222222								E_uncinata_Esperance_Plains_1
Eucalyptus NA CCA0334 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-04-19	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455640	3932	1456890	1455641	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_9_FD"",""EucNAsequencing_9_FD"")	CCA0334	EucNAsequencing_9_FD	R022/T32	Eucalyptus uncinata subsp. 'Esperance Plains'	DN 162	Scaddan, WA	22	1993	32	162		1992-12-06	Eucalyptus uncinata (dendra)		Large mallee 5m tall, leaves glossy green, bark rough on lower stem (1-2m).	-33.4822222222222	121.707222222222								E_uncinata_Esperance_Plains_2
Eucalyptus uncinata CCA1280 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456014	1711576	1457077	1456015	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucuncsequencing_3_FD"",""Eucuncsequencing_3_FD"")	CCA1280	Eucuncsequencing_3_FD	R072/T12	Eucalyptus uncinata subsp. uncinata	DN 195	Eldverton, WA	72	1995	12	195		1992-12-09	Eucalyptus uncinata	9.6km from Eldverton turn off	Mallee 3m tall. Bark smooth. With Eucalyptus pleurocarpa and E. incrassata.	-33.7008333333333	120.187777777778	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		uncinata	uncinata	E_uncinata_uncinata_1
Eucalyptus uncinata CCA1281 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456016	1711576	1457078	1456017	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucuncsequencing_4_FD"",""Eucuncsequencing_4_FD"")	CCA1281	Eucuncsequencing_4_FD	R072/T13	Eucalyptus uncinata subsp. uncinata	DN 195	Eldverton, WA	72	1995	13	195		1992-12-09	Eucalyptus uncinata	9.6km from Eldverton turn off	Mallee 3m tall. Bark smooth. With Eucalyptus pleurocarpa and E. incrassata.	-33.7008333333333	120.187777777778	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		uncinata	uncinata	E_uncinata_uncinata_2
Eucalyptus urna CCA2872 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-04-29	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456376	1711578	1457258	1456377	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucurnsequencing_2_FD"",""Eucurnsequencing_2_FD"")	CCA2872	Eucurnsequencing_2_FD	R133/T23	Eucalyptus urna	DN 1817	Caiguna, WA	133	1997	23	1817		1996-10-06	Eucalyptus urna	39.5 km along Eyre Highway from Caiguna towards Balladonia, WA.	Tree 12 m tall, 2.6 m to first branch. Bark smooth throughout. Leaves very glossy, dark green. Growing  with E. gracilis. First of this species seen from east. Photo.	-32.3219444444444	125.063611111111	Eucalyptus	Symphyomyrtus	Bisectae	Subulatae	Decurrentes	urna		E_urna_1
Eucalyptus urna CCA3020 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-04-29	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456484	1711578	1457312	1456485	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucurnsequencing_FD"",""Eucurnsequencing_FD"")	CCA3020	Eucurnsequencing_FD	R140/T26	Eucalyptus urna	DN 1838	Kumarl Siding, WA	140	1997	26	1838		1996-10-07	Eucalyptus urna	11.8 km south of Kumarl Siding on Norseman to Esperance Highway, WA.	Thin-stemmed tree 6.5 m tall, first branch at 2.1 m. Bark smooth throughout. Leaves very glossy, dark green. Growing with E. pileata and E. diptera.	-32.8913888888889	121.602777777778	Eucalyptus	Symphyomyrtus	Bisectae	Subulatae	Decurrentes	urna		E_urna_2
Eucalyptus utilis CCA0588 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-01-22	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455834	1711579	1456987	1455835	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucutisequencing_6_FD"",""Eucutisequencing_6_FD"")	CCA0588	Eucutisequencing_6_FD	R042/T32	Eucalyptus utilis	DN 215	Beaufort Inlet, WA	42	1994	32	215		1992-12-09	Eucalyptus utilis	WA	Large mallet to 15m tall with E. newbeyi.	-34.4533333333333	118.875833333333	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Erectae	Abundae	utilis		E_utilis_1
Eucalyptus utilis CCA5709 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-09	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1454984	1711579	1456562	1454985	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucutisequencing_7_FD"",""Eucutisequencing_7_FD"")	CCA5709	Eucutisequencing_7_FD	R313/T21	Eucalyptus utilis	DN 5493	Shelly Beach, WA	313	2011	21	5493		2010-03-22	Eucalyptus utilis	Headland between Barker Inlet & Shelly Beach, Western Australia.	Non-lignotuberous shrub (marlock) <0.5 m to 2 m tall. Bark smooth throughout. Dominant here on headland only, in dense thickets in low shrubland on almost pure limestone. CANB, PERTH + seed + photos	-33.825	121.4275	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Erectae	Abundae	utilis		E_utilis_2
Eucalyptus utilis CCA5710 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-09	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1454986	1711579	1456563	1454987	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucutisequencing_8_FD"",""Eucutisequencing_8_FD"")	CCA5710	Eucutisequencing_8_FD	R313/T22	Eucalyptus utilis	DN 5493	Shelly Beach, WA	313	2011	22	5493		2010-03-22	Eucalyptus utilis	Headland between Barker Inlet & Shelly Beach, Western Australia.	Non-lignotuberous shrub (marlock) <0.5 m to 2 m tall. Bark smooth throughout. Dominant here on headland only, in dense thickets in low shrubland on almost pure limestone. CANB, PERTH + seed + photos	-33.825	121.4275	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Erectae	Abundae	utilis		E_utilis_3
